"age","after","received_coupon","revenue"
"20-30",0,1,11.11
"20-30",0,1,12.06
"20-30",0,1,11.8
"20-30",0,1,7.42
"20-30",0,1,10.47
"20-30",0,1,8.65
"20-30",0,1,10.4
"20-30",0,1,10.59
"20-30",0,1,7.73
"20-30",0,1,11.14
"20-30",0,1,11.87
"20-30",0,1,10.63
"20-30",0,1,8.35
"20-30",0,1,12.57
"20-30",0,1,11.08
"20-30",0,1,7.35
"20-30",0,1,9.76
"20-30",0,1,16.36
"20-30",0,1,9.68
"20-30",0,1,7.9
"20-30",0,1,7.68
"20-30",0,1,11.97
"20-30",0,1,10.95
"20-30",0,1,10.39
"20-30",0,1,10.2
"20-30",0,1,10.25
"20-30",0,1,7.95
"20-30",0,1,10.75
"20-30",0,1,9.14
"20-30",0,1,11.68
"20-30",0,1,12.14
"20-30",0,1,10.3
"20-30",0,1,12.4
"20-30",0,1,10.47
"20-30",0,1,11.91
"20-30",0,1,10.99
"20-30",0,1,9.95
"20-30",0,1,7.02
"20-30",0,1,15.9
"20-30",0,1,11
"20-30",0,1,10.31
"20-30",0,1,13.24
"20-30",0,1,11.12
"20-30",0,1,10.18
"20-30",0,1,8.98
"20-30",0,1,7.96
"20-30",0,1,7.76
"20-30",0,1,9.98
"20-30",0,1,9.71
"20-30",0,1,12.11
"20-30",0,1,10.84
"20-30",0,1,9.45
"20-30",0,1,9.11
"20-30",0,1,9.86
"20-30",0,1,6.21
"20-30",0,1,15.73
"20-30",0,1,11.97
"20-30",0,1,11.13
"20-30",0,1,11.02
"20-30",0,1,8.67
"20-30",0,1,6.68
"20-30",0,1,7.53
"20-30",0,1,14.96
"20-30",0,1,9.76
"20-30",0,1,14.47
"20-30",0,1,9.46
"20-30",0,1,13.88
"20-30",0,1,12.19
"20-30",0,1,11.98
"20-30",0,1,8.94
"20-30",0,1,9.87
"20-30",0,1,10.97
"20-30",0,1,11.53
"20-30",0,1,9.96
"20-30",0,1,10.03
"20-30",0,1,9.32
"20-30",0,1,10.87
"20-30",0,1,7.77
"20-30",0,1,9.44
"20-30",0,1,12.15
"20-30",0,1,10.86
"20-30",0,1,9.67
"20-30",0,1,11.24
"20-30",0,1,11.36
"20-30",0,1,12.03
"20-30",0,1,8.62
"20-30",0,1,7.18
"20-30",0,1,9.63
"20-30",0,1,8.71
"20-30",0,1,12.99
"20-30",0,1,11.38
"20-30",0,1,9.72
"20-30",0,1,11.41
"20-30",0,1,9.69
"20-30",0,1,9.71
"20-30",0,1,9.36
"20-30",0,1,8.54
"20-30",0,1,8.48
"20-30",0,1,9.11
"20-30",0,1,11.6
"20-30",0,1,12.39
"20-30",0,1,8.77
"20-30",0,1,6.99
"20-30",0,1,11.99
"20-30",0,1,8.55
"20-30",0,1,8
"20-30",0,1,13.67
"20-30",0,1,8.78
"20-30",0,1,13.72
"20-30",0,1,9.6
"20-30",0,1,10.72
"20-30",0,1,8.71
"20-30",0,1,11.24
"20-30",0,1,12.47
"20-30",0,1,10.94
"20-30",0,1,10.97
"20-30",0,1,9.55
"20-30",0,1,10.39
"20-30",0,1,8.32
"20-30",0,1,8.79
"20-30",0,1,12.12
"20-30",0,1,5.24
"20-30",0,1,7.67
"20-30",0,1,10.89
"20-30",0,1,16.09
"20-30",0,1,12.88
"20-30",0,1,11.04
"20-30",0,1,10.66
"20-30",0,1,11
"20-30",0,1,9.98
"20-30",0,1,11.98
"20-30",0,1,6.52
"20-30",0,1,11.65
"20-30",0,1,9.39
"20-30",0,1,11.22
"20-30",0,1,11.04
"20-30",0,1,9.6
"20-30",0,1,14.23
"20-30",0,1,9.67
"20-30",0,1,11.57
"20-30",0,1,8.23
"20-30",0,1,9.6
"20-30",0,1,8.43
"20-30",0,1,13.09
"20-30",0,1,10.98
"20-30",0,1,8.42
"20-30",0,1,8.29
"20-30",0,1,11.69
"20-30",0,1,13.39
"20-30",0,1,10.01
"20-30",0,1,12.47
"20-30",0,1,14.78
"20-30",0,1,9.39
"20-30",0,1,5.95
"20-30",0,1,12.55
"20-30",0,1,10.28
"20-30",0,1,11.51
"20-30",0,1,12.05
"20-30",0,1,11.44
"20-30",0,1,10.85
"20-30",0,1,12.44
"20-30",0,1,10.22
"20-30",0,1,11.36
"20-30",0,1,12.64
"20-30",0,1,9.91
"20-30",0,1,12.93
"20-30",0,1,8.72
"20-30",0,1,11.58
"20-30",0,1,12.54
"20-30",0,1,8.87
"20-30",0,1,8.82
"20-30",0,1,14.86
"20-30",0,1,13.11
"20-30",0,1,10.14
"20-30",0,1,8.73
"20-30",0,1,9.6
"20-30",0,1,10.27
"20-30",0,1,8.07
"20-30",0,1,11.27
"20-30",0,1,8.27
"20-30",0,1,11.28
"20-30",0,1,8.6
"20-30",0,1,11.09
"20-30",0,1,11.03
"20-30",0,1,8.45
"20-30",0,1,12.4
"20-30",0,1,11.72
"20-30",0,1,10.37
"20-30",0,1,8.62
"20-30",0,1,5.31
"20-30",0,1,6.7
"20-30",0,1,12.91
"20-30",0,1,11.49
"20-30",0,1,10.01
"20-30",0,1,10.38
"20-30",0,1,8.76
"20-30",0,1,10.81
"20-30",0,1,8.34
"20-30",0,1,8.67
"20-30",0,1,10.09
"20-30",0,1,8.98
"20-30",0,1,8.82
"20-30",0,1,9.42
"20-30",0,1,7.49
"20-30",0,1,12.5
"20-30",0,1,12.38
"20-30",0,1,8.98
"20-30",0,1,14.19
"20-30",0,1,10.48
"20-30",0,1,9.42
"20-30",0,1,12.54
"20-30",0,1,8.47
"20-30",0,1,13.19
"20-30",0,1,9.78
"20-30",0,1,8.91
"20-30",0,1,11.74
"20-30",0,1,8.58
"20-30",0,1,9.69
"20-30",0,1,10.4
"20-30",0,1,9.39
"20-30",0,1,12.21
"20-30",0,1,8.24
"20-30",0,1,8.54
"20-30",0,1,5.59
"20-30",0,1,9.36
"20-30",0,1,11.4
"20-30",0,1,8.62
"20-30",0,1,10.73
"20-30",0,1,12.12
"20-30",0,1,9.92
"20-30",0,1,11.43
"20-30",0,1,9.22
"20-30",0,1,6.19
"20-30",0,1,11.21
"20-30",0,1,11.75
"20-30",0,1,11.64
"20-30",0,1,8.9
"20-30",0,1,11.05
"20-30",0,1,12.67
"20-30",0,1,4.81
"20-30",0,1,12.22
"20-30",0,1,7.76
"20-30",0,1,12.67
"20-30",0,1,8.5
"20-30",0,1,10.57
"20-30",0,1,11.44
"20-30",0,1,9.03
"20-30",0,1,9.31
"20-30",0,1,12.23
"20-30",0,1,11.09
"20-30",0,1,7.55
"20-30",0,1,6.16
"20-30",0,1,14.18
"20-30",0,1,10.19
"20-30",0,1,9.69
"20-30",0,1,9.04
"20-30",0,1,10.75
"20-30",0,1,17.13
"20-30",0,1,8.18
"20-30",0,1,8.6
"20-30",0,1,10.54
"20-30",0,1,7.21
"20-30",0,1,11.57
"20-30",0,1,8.13
"20-30",0,1,13.17
"20-30",0,1,12.43
"20-30",0,1,10.29
"20-30",0,1,12.01
"20-30",0,1,10.11
"20-30",0,1,11.77
"20-30",0,1,11
"20-30",0,1,13.82
"20-30",0,1,7.29
"20-30",0,1,9.34
"20-30",0,1,10.74
"20-30",0,1,9.96
"20-30",0,1,9.83
"20-30",0,1,9.31
"20-30",0,1,9.79
"20-30",0,1,11.02
"20-30",0,1,7.04
"20-30",0,1,10.85
"20-30",0,1,9.32
"20-30",0,1,6.93
"20-30",0,1,9.11
"20-30",0,1,11.29
"20-30",0,1,11.66
"20-30",0,1,10.31
"20-30",0,1,10.05
"20-30",0,1,12.7
"20-30",0,1,12.41
"20-30",0,1,9.97
"20-30",0,1,11.45
"20-30",0,1,9.82
"20-30",0,1,8.37
"20-30",0,1,9.51
"20-30",0,1,8.64
"20-30",0,1,6.9
"20-30",0,1,13.93
"20-30",0,1,6.46
"20-30",0,1,9.43
"20-30",0,1,9.82
"20-30",0,1,7.34
"20-30",0,1,13.65
"20-30",0,1,12.05
"20-30",0,1,12.26
"20-30",0,1,12.71
"20-30",0,1,10.23
"20-30",0,1,8.8
"20-30",0,1,11.08
"20-30",0,1,11.55
"20-30",0,1,8.31
"20-30",0,1,11.81
"20-30",0,1,9.94
"20-30",0,1,9.99
"20-30",0,1,13.44
"20-30",0,1,12.86
"20-30",0,1,8.77
"20-30",0,1,10.54
"20-30",0,1,10.15
"20-30",0,1,7.43
"20-30",0,1,9.95
"20-30",0,1,8.11
"20-30",0,1,7.73
"20-30",0,1,10.09
"20-30",0,1,12.9
"20-30",0,1,12.33
"20-30",0,1,9.97
"20-30",0,1,8.01
"20-30",0,1,10.39
"20-30",0,1,11.24
"20-30",0,1,9.2
"20-30",0,1,6.29
"20-30",0,1,9.92
"20-30",0,1,14.35
"20-30",0,1,8.83
"20-30",0,1,11.24
"20-30",0,1,11.66
"20-30",0,1,10.93
"20-30",0,1,6.53
"20-30",0,1,10.89
"20-30",0,1,12.69
"20-30",0,1,9.16
"20-30",0,1,10.11
"20-30",0,1,8.21
"20-30",0,1,11.88
"20-30",0,1,12.37
"20-30",0,1,12.99
"20-30",0,1,8.59
"20-30",0,1,11.49
"20-30",0,1,12.69
"20-30",0,1,10.42
"20-30",0,1,7.52
"20-30",0,1,9.94
"20-30",0,1,10
"20-30",0,1,13.81
"20-30",0,1,8.89
"20-30",0,1,8.73
"20-30",0,1,12.16
"20-30",0,1,15.09
"20-30",0,1,9.26
"20-30",0,1,11.34
"20-30",0,1,7.78
"20-30",0,1,7.22
"20-30",0,1,10.12
"20-30",0,1,8.67
"20-30",0,1,12.22
"20-30",0,1,12.4
"20-30",0,1,12.37
"20-30",0,1,8.97
"20-30",0,1,9.45
"20-30",0,1,8.8
"20-30",0,1,12.75
"20-30",0,1,9.71
"20-30",0,1,8.85
"20-30",0,1,9.09
"20-30",0,1,11.02
"20-30",0,1,9.27
"20-30",0,1,9.07
"20-30",0,1,11.68
"20-30",0,1,6.19
"20-30",0,1,10.04
"20-30",0,1,10.02
"20-30",0,1,10.52
"20-30",0,1,9.53
"20-30",0,1,11.29
"20-30",0,1,11.04
"20-30",0,1,12.42
"20-30",0,1,10.06
"20-30",0,1,6.58
"20-30",0,1,12.87
"20-30",0,1,12.78
"20-30",0,1,8.37
"20-30",0,1,10.07
"20-30",0,1,10.75
"20-30",0,1,12.96
"20-30",0,1,10.38
"20-30",0,1,6
"20-30",0,1,12.14
"20-30",0,1,11.72
"20-30",0,1,13.32
"20-30",0,1,11.46
"20-30",0,1,11.09
"20-30",0,1,5.45
"20-30",0,1,6.83
"20-30",0,1,11.96
"20-30",0,1,10.7
"20-30",0,1,14.74
"20-30",0,1,9.56
"20-30",0,1,9.82
"20-30",0,1,12.99
"20-30",0,1,10.77
"20-30",0,1,11.31
"20-30",0,1,11.67
"20-30",0,1,7.1
"20-30",0,1,9.24
"20-30",0,1,12.69
"20-30",0,1,8.84
"20-30",0,1,11.44
"20-30",0,1,10.03
"20-30",0,1,12.71
"20-30",0,1,9.98
"20-30",0,1,9.53
"20-30",0,1,8.57
"20-30",0,1,7.1
"20-30",0,1,10.48
"20-30",0,1,10.46
"20-30",0,1,13.38
"20-30",0,1,11.8
"20-30",0,1,7
"20-30",0,1,14.8
"20-30",0,1,10.71
"20-30",0,1,14.65
"20-30",0,1,11.15
"20-30",0,1,7.94
"20-30",0,1,10.89
"20-30",0,1,10.42
"20-30",0,1,13.02
"20-30",0,1,13.37
"20-30",0,1,11.04
"20-30",0,1,13.14
"20-30",0,1,8.29
"20-30",0,1,8.24
"20-30",0,1,7.3
"20-30",0,1,10.75
"20-30",0,1,6.57
"20-30",0,1,9.72
"20-30",0,1,10.87
"20-30",0,1,12.23
"20-30",0,1,7.32
"20-30",0,1,9.3
"20-30",0,1,12.18
"20-30",0,1,10.9
"20-30",0,1,13.53
"20-30",0,1,10.38
"20-30",0,1,10.61
"20-30",0,1,11.95
"20-30",0,1,11.69
"20-30",0,1,7.78
"20-30",0,1,9.35
"20-30",0,1,6.43
"20-30",0,1,8.85
"20-30",0,1,11.25
"20-30",0,1,9.32
"20-30",0,1,10.34
"20-30",0,1,10.72
"20-30",0,1,8.9
"20-30",0,1,5.76
"20-30",0,1,7.84
"20-30",0,1,12.19
"20-30",0,1,9.79
"20-30",0,1,5.87
"20-30",0,1,9.33
"20-30",0,1,12.96
"20-30",0,1,8.49
"20-30",0,1,12.31
"20-30",0,1,11.36
"20-30",0,1,12.34
"20-30",0,1,12.28
"20-30",0,1,9.91
"20-30",0,1,11.86
"20-30",0,1,11.02
"20-30",0,1,10.56
"20-30",0,1,10.14
"20-30",0,1,12.5
"20-30",0,1,11.73
"20-30",0,1,10.74
"20-30",0,1,10.48
"20-30",0,1,11.96
"20-30",0,1,7.75
"20-30",0,1,10.25
"20-30",0,1,10.92
"20-30",0,1,9.68
"20-30",0,1,10.83
"20-30",0,1,9.59
"20-30",0,1,11.13
"20-30",0,1,10.78
"20-30",0,1,7.52
"20-30",0,1,10.4
"20-30",0,1,5.92
"20-30",0,1,10.01
"20-30",0,1,12.05
"20-30",0,1,8.82
"20-30",0,1,7.77
"20-30",0,1,11.76
"20-30",0,1,12.42
"20-30",0,1,9.1
"20-30",0,1,11.6
"20-30",0,1,15.47
"20-30",0,1,10.49
"20-30",0,1,12.88
"20-30",0,1,11.32
"20-30",0,1,12.15
"20-30",0,1,10.87
"20-30",0,1,6.4
"20-30",0,1,14.03
"20-30",0,1,6.94
"20-30",0,1,9.01
"20-30",0,1,12.01
"20-30",0,1,14.76
"20-30",0,1,7.23
"20-30",0,1,10.42
"20-30",0,1,11.42
"20-30",0,1,9.85
"20-30",0,1,11.43
"20-30",0,1,13.07
"20-30",0,1,5.63
"20-30",0,1,10.27
"20-30",0,1,12.24
"20-30",0,1,10.38
"20-30",0,1,6.05
"20-30",0,1,7.68
"20-30",0,1,9.1
"20-30",0,1,9.87
"20-30",0,1,10.06
"20-30",0,1,12.76
"20-30",0,1,11.28
"20-30",0,1,8.24
"20-30",0,1,15.26
"20-30",0,1,11.35
"20-30",0,1,14.39
"20-30",0,1,8.9
"20-30",0,1,11.01
"20-30",0,1,12.86
"20-30",0,1,9.21
"20-30",0,1,10.88
"20-30",0,1,9.86
"20-30",0,1,10.87
"20-30",0,1,11.28
"20-30",0,1,7.29
"20-30",0,1,9.06
"20-30",0,1,9.31
"20-30",0,1,10.36
"20-30",0,1,7.44
"20-30",0,1,9.78
"20-30",0,1,13.55
"20-30",0,1,9.15
"20-30",0,1,9.72
"20-30",0,1,8.52
"20-30",0,1,11.77
"20-30",0,1,9.5
"20-30",0,1,9.21
"20-30",0,1,9.71
"20-30",0,1,12.15
"20-30",0,1,12.55
"20-30",0,1,8.87
"20-30",0,1,11.25
"20-30",0,1,10.68
"20-30",0,1,12.32
"20-30",0,1,12.71
"20-30",0,1,10.43
"20-30",0,1,10.42
"20-30",0,1,8.3
"20-30",0,1,10.78
"20-30",0,1,9.32
"20-30",0,1,13.02
"20-30",0,1,13.22
"20-30",0,1,8.38
"20-30",0,1,9.93
"20-30",0,1,10.09
"20-30",0,1,9.61
"20-30",0,1,6.25
"20-30",0,1,7.76
"20-30",0,1,10.42
"20-30",0,1,9.56
"20-30",0,1,6.84
"20-30",0,1,12.86
"20-30",0,1,9.52
"20-30",0,1,8.84
"20-30",0,1,10.94
"20-30",0,1,10.51
"20-30",0,1,11.43
"20-30",0,1,9.06
"20-30",0,1,8.74
"20-30",0,1,10.95
"20-30",0,1,10.82
"20-30",0,1,9.65
"20-30",0,1,10.13
"20-30",0,1,13.21
"20-30",0,1,13.99
"20-30",0,1,8.81
"20-30",0,1,9.29
"20-30",0,1,9.47
"20-30",0,1,13.03
"20-30",0,1,10.36
"20-30",0,1,10.95
"20-30",0,1,13.62
"20-30",0,1,7.6
"20-30",0,1,8.3
"20-30",0,1,10.36
"20-30",0,1,12.48
"20-30",0,1,12.09
"20-30",0,1,9.41
"20-30",0,1,6.91
"20-30",0,1,11.73
"20-30",0,1,12.76
"20-30",0,1,8.18
"20-30",0,1,10.63
"20-30",0,1,9.47
"20-30",0,1,9.7
"20-30",0,1,6.43
"20-30",0,1,9.62
"20-30",0,1,8.39
"20-30",0,1,5.95
"20-30",0,1,8.35
"20-30",0,1,10.19
"20-30",0,1,12.37
"20-30",0,1,10.77
"20-30",0,1,12.63
"20-30",0,1,11.6
"20-30",0,1,9.48
"20-30",0,1,9.2
"20-30",0,1,8.59
"20-30",0,1,11.09
"20-30",0,1,11.32
"20-30",0,1,9.77
"20-30",0,1,10.72
"20-30",0,1,13.97
"20-30",0,1,6.75
"20-30",0,1,6.21
"20-30",0,1,11.18
"20-30",0,1,11.19
"20-30",0,1,10.15
"20-30",0,1,9.45
"20-30",0,1,13.46
"20-30",0,1,10.35
"20-30",0,1,10.26
"20-30",0,1,13.84
"20-30",0,1,11.06
"20-30",0,1,6.78
"20-30",0,1,12.72
"20-30",0,1,8.87
"20-30",0,1,10.23
"20-30",0,1,11.55
"20-30",0,1,10.74
"20-30",0,1,10.4
"20-30",0,1,7.58
"20-30",0,1,8.54
"20-30",0,1,8.34
"20-30",0,1,12.49
"20-30",0,1,6.42
"20-30",0,1,11.27
"20-30",0,1,11.31
"20-30",0,1,10.92
"20-30",0,1,13.9
"20-30",0,1,9.55
"20-30",0,1,11.19
"20-30",0,1,9.18
"20-30",0,1,10.37
"20-30",0,1,11.46
"20-30",0,1,10.39
"20-30",0,1,10.05
"20-30",0,1,12.05
"20-30",0,1,11.41
"20-30",0,1,10.63
"20-30",0,1,11.99
"20-30",0,1,6.5
"20-30",0,1,10.95
"20-30",0,1,13.48
"20-30",0,1,14.14
"20-30",0,1,10.37
"20-30",0,1,10.2
"20-30",0,1,7.96
"20-30",0,1,13.19
"20-30",0,1,11.05
"20-30",0,1,11.46
"20-30",0,1,9.08
"20-30",0,1,10.59
"20-30",0,1,13.58
"20-30",0,1,10.55
"20-30",0,1,11.79
"20-30",0,1,9.74
"20-30",0,1,6.53
"20-30",0,1,12.23
"20-30",0,1,8.86
"20-30",0,1,10.37
"20-30",0,1,10.18
"20-30",0,1,13.16
"20-30",0,1,12.34
"20-30",0,1,9.52
"20-30",0,1,10.92
"20-30",0,1,8.35
"20-30",0,1,12.54
"20-30",0,1,7
"20-30",0,1,7.31
"20-30",0,1,13.02
"20-30",0,1,10.39
"20-30",0,1,11.31
"20-30",0,1,9.46
"20-30",0,1,12.61
"20-30",0,1,11.15
"20-30",0,1,13.72
"20-30",0,1,14.65
"20-30",0,1,13.58
"20-30",0,1,9.62
"20-30",0,1,7.18
"20-30",0,1,9.37
"20-30",0,1,8.78
"20-30",0,1,16.1
"20-30",0,1,9.88
"20-30",0,1,10.6
"20-30",0,1,10.11
"20-30",0,1,10.73
"20-30",0,1,8.47
"20-30",0,1,10.12
"20-30",0,1,9.78
"20-30",0,1,10.95
"20-30",0,1,7.19
"20-30",0,1,9.18
"20-30",0,1,13.39
"20-30",0,1,10.82
"20-30",0,1,11.23
"20-30",0,1,18.08
"20-30",0,1,13.55
"20-30",0,1,8.66
"20-30",0,1,13.21
"20-30",0,1,10.04
"20-30",0,1,8.75
"20-30",0,1,9.59
"20-30",0,1,11.49
"20-30",0,1,12.42
"20-30",0,1,8.59
"20-30",0,1,9.52
"20-30",0,1,10.9
"20-30",0,1,8.37
"20-30",0,1,6.77
"20-30",0,1,9.9
"20-30",0,1,12.95
"20-30",0,1,8.12
"20-30",0,1,11.79
"20-30",0,1,10.6
"20-30",0,1,8.58
"20-30",0,1,12.04
"20-30",0,1,9.07
"20-30",0,1,10.51
"20-30",0,1,11.19
"20-30",0,1,13.13
"20-30",0,1,14.04
"20-30",0,1,12.08
"20-30",0,1,9.96
"20-30",0,1,8.91
"20-30",0,1,11.41
"20-30",0,1,12.38
"20-30",0,1,14.48
"20-30",0,1,7.47
"20-30",0,1,8.48
"20-30",0,1,10.12
"20-30",0,1,12.07
"20-30",0,1,10.53
"20-30",0,1,13.54
"20-30",0,1,13.06
"20-30",0,1,14.6
"20-30",0,1,9.74
"20-30",0,1,6.21
"20-30",0,1,6.56
"20-30",0,1,10.6
"20-30",0,1,10.05
"20-30",0,1,8.98
"20-30",0,1,11.48
"20-30",0,1,6.79
"20-30",0,1,8.78
"20-30",0,1,11.57
"20-30",0,1,9.26
"20-30",0,1,12.29
"20-30",0,1,5.64
"20-30",0,1,12.49
"20-30",0,1,7.65
"20-30",0,1,12.72
"20-30",0,1,9.2
"20-30",0,1,12.33
"20-30",0,1,12.98
"20-30",0,1,9.8
"20-30",0,1,9.11
"20-30",0,1,11.59
"20-30",0,1,13.39
"20-30",0,1,9.95
"20-30",0,1,13.33
"20-30",0,1,16.09
"20-30",0,1,8.01
"20-30",0,1,9.85
"20-30",0,1,11.96
"20-30",0,1,8.99
"20-30",0,1,14.92
"20-30",0,1,9.88
"20-30",0,1,9.2
"20-30",0,1,12.27
"20-30",0,1,9.18
"20-30",0,1,11.01
"20-30",0,1,13.39
"20-30",0,1,13.92
"20-30",0,1,9.86
"20-30",0,1,11.1
"20-30",0,1,12.03
"20-30",0,1,11.55
"20-30",0,1,9.84
"20-30",0,1,9.4
"20-30",0,1,10.95
"20-30",0,1,9.11
"20-30",0,1,9.18
"20-30",0,1,9.14
"20-30",0,1,10.15
"20-30",0,1,9.55
"20-30",0,1,11.13
"20-30",0,1,11.15
"20-30",0,1,9.5
"20-30",0,1,10.84
"20-30",0,1,9.54
"20-30",0,1,10.68
"20-30",0,1,9.21
"20-30",0,1,10.05
"20-30",0,1,11.62
"20-30",0,1,10.33
"20-30",0,1,8.53
"20-30",0,1,10.41
"20-30",0,1,11.66
"20-30",0,1,8.91
"20-30",0,1,12.28
"20-30",0,1,10.17
"20-30",0,1,11.97
"20-30",0,1,10.95
"20-30",0,1,12.57
"20-30",0,1,12.94
"20-30",0,1,7.29
"20-30",0,1,8.18
"20-30",0,1,11.02
"20-30",0,1,8.9
"20-30",0,1,10.21
"20-30",0,1,10.45
"20-30",0,1,10.34
"20-30",0,1,7.75
"20-30",0,1,11.25
"20-30",0,1,8.05
"20-30",0,1,10.37
"20-30",0,1,8.12
"20-30",0,1,13.22
"20-30",0,1,10.04
"20-30",0,1,9.53
"20-30",0,1,11.94
"20-30",0,1,10.22
"20-30",0,1,11.61
"20-30",0,1,7.1
"20-30",0,1,8.66
"20-30",0,1,13.2
"20-30",0,1,8.85
"20-30",0,1,10.13
"20-30",0,1,10.06
"20-30",0,1,10.13
"20-30",0,1,9.94
"20-30",0,1,11.14
"20-30",0,1,9.3
"20-30",0,1,5.73
"20-30",0,1,8.56
"20-30",0,1,7.41
"20-30",0,1,9.01
"20-30",0,1,8.82
"20-30",0,1,11.92
"20-30",0,1,8.38
"20-30",0,1,11.25
"20-30",0,1,5.7
"20-30",0,1,12.33
"20-30",0,1,9.55
"20-30",0,1,12.45
"20-30",0,1,12.65
"20-30",0,1,9.35
"20-30",0,1,8.42
"20-30",0,1,7.93
"20-30",0,1,9.92
"20-30",0,1,11.97
"20-30",0,1,9.23
"20-30",0,1,12.39
"20-30",0,1,9.06
"20-30",0,1,7.08
"20-30",0,1,11.63
"20-30",0,1,10.17
"20-30",0,1,9.14
"20-30",0,1,8.8
"20-30",0,1,10.67
"20-30",0,1,10.95
"20-30",0,1,6.84
"20-30",0,1,9.95
"20-30",0,1,8.19
"20-30",0,1,10
"20-30",0,1,11.69
"20-30",0,1,13.61
"20-30",0,1,10.06
"20-30",0,1,16.4
"20-30",0,1,12.49
"20-30",0,1,10.66
"20-30",0,1,6.78
"20-30",0,1,9.01
"20-30",0,1,11.66
"20-30",0,1,7.96
"20-30",0,1,8.18
"20-30",0,1,6.19
"20-30",0,1,12.58
"20-30",0,1,9.81
"20-30",0,1,12.24
"20-30",0,1,9.82
"20-30",0,1,6.26
"20-30",0,1,8.1
"20-30",0,1,11.8
"20-30",0,1,10.39
"20-30",0,1,8.32
"20-30",0,1,10.83
"20-30",0,1,11.47
"20-30",0,1,13.86
"20-30",0,1,11.57
"20-30",0,1,15.33
"20-30",0,1,9.74
"20-30",0,1,10.36
"20-30",0,1,12.84
"20-30",0,1,8.69
"20-30",0,1,11.34
"30-40",0,1,8.67
"30-40",0,1,8.92
"30-40",0,1,11.98
"30-40",0,1,10.93
"30-40",0,1,6.74
"30-40",0,1,7.19
"30-40",0,1,10.17
"30-40",0,1,10.05
"30-40",0,1,10.18
"30-40",0,1,10.7
"30-40",0,1,9.97
"30-40",0,1,7.94
"30-40",0,1,6.75
"30-40",0,1,12.09
"30-40",0,1,8.58
"30-40",0,1,5.08
"30-40",0,1,11.15
"30-40",0,1,8.03
"30-40",0,1,8.61
"30-40",0,1,9.76
"30-40",0,1,5.98
"30-40",0,1,6.76
"30-40",0,1,9.07
"30-40",0,1,15.08
"30-40",0,1,10.37
"30-40",0,1,10.73
"30-40",0,1,9.33
"30-40",0,1,6.93
"30-40",0,1,7.43
"30-40",0,1,6.77
"30-40",0,1,8.64
"30-40",0,1,7.53
"30-40",0,1,8.07
"30-40",0,1,11.04
"30-40",0,1,11.22
"30-40",0,1,9.89
"30-40",0,1,9.04
"30-40",0,1,12.04
"30-40",0,1,7.75
"30-40",0,1,10.89
"30-40",0,1,6.04
"30-40",0,1,8.71
"30-40",0,1,8.66
"30-40",0,1,9.8
"30-40",0,1,4.34
"30-40",0,1,9.86
"30-40",0,1,11.2
"30-40",0,1,8.1
"30-40",0,1,9.85
"30-40",0,1,8.16
"30-40",0,1,8.13
"30-40",0,1,4.61
"30-40",0,1,7.63
"30-40",0,1,1.54
"30-40",0,1,8.58
"30-40",0,1,11.01
"30-40",0,1,9.15
"30-40",0,1,6.99
"30-40",0,1,7.13
"30-40",0,1,8.25
"30-40",0,1,8.69
"30-40",0,1,8.6
"30-40",0,1,8.99
"30-40",0,1,8.63
"30-40",0,1,12.06
"30-40",0,1,7.31
"30-40",0,1,11.21
"30-40",0,1,6.79
"30-40",0,1,8.41
"30-40",0,1,8.19
"30-40",0,1,6.52
"30-40",0,1,9.11
"30-40",0,1,6.49
"30-40",0,1,9.21
"30-40",0,1,9.17
"30-40",0,1,7.75
"30-40",0,1,11.81
"30-40",0,1,8.97
"30-40",0,1,10.23
"30-40",0,1,6.53
"30-40",0,1,10.12
"30-40",0,1,7.63
"30-40",0,1,13.88
"30-40",0,1,12.52
"30-40",0,1,6.05
"30-40",0,1,7.67
"30-40",0,1,8.92
"30-40",0,1,7.53
"30-40",0,1,12.46
"30-40",0,1,7.91
"30-40",0,1,9.98
"30-40",0,1,6.43
"30-40",0,1,4.76
"30-40",0,1,6.42
"30-40",0,1,11.1
"30-40",0,1,10.39
"30-40",0,1,13.42
"30-40",0,1,9.69
"30-40",0,1,5.56
"30-40",0,1,10.28
"30-40",0,1,9.33
"30-40",0,1,7.06
"30-40",0,1,5.73
"30-40",0,1,9.42
"30-40",0,1,14.65
"30-40",0,1,10.62
"30-40",0,1,8.66
"30-40",0,1,6.5
"30-40",0,1,9.47
"30-40",0,1,7.95
"30-40",0,1,9.31
"30-40",0,1,9.19
"30-40",0,1,8.96
"30-40",0,1,9.53
"30-40",0,1,11.1
"30-40",0,1,9.1
"30-40",0,1,11.62
"30-40",0,1,8.77
"30-40",0,1,10.12
"30-40",0,1,8.66
"30-40",0,1,8.21
"30-40",0,1,10.3
"30-40",0,1,6.47
"30-40",0,1,11.69
"30-40",0,1,5.49
"30-40",0,1,8.43
"30-40",0,1,6.94
"30-40",0,1,8.82
"30-40",0,1,9.83
"30-40",0,1,7.13
"30-40",0,1,7.7
"30-40",0,1,6.76
"30-40",0,1,6.14
"30-40",0,1,9.27
"30-40",0,1,9.41
"30-40",0,1,10.37
"30-40",0,1,10.7
"30-40",0,1,8.42
"30-40",0,1,8.61
"30-40",0,1,10.6
"30-40",0,1,8.81
"30-40",0,1,8.92
"30-40",0,1,6.47
"30-40",0,1,9.97
